symbol,exchange,mic,name,currency,type,shares_outstanding,last_updated,is_active
LADR,NYSE,XNYS,Ladder Capital Corp Class A Common Stock,USD,Common Stock,127460976,2025-10-19 04:16:13.135667,1
LANV,NYSE,XNYS,Lanvin Group Holdings Limited Ordinary Shares,USD,Common Stock,116944667,2025-10-19 04:16:13.302554,1
LAR,NYSE,XNYS,Lithium Argentina AG Common Shares,USD,Common Stock,162300000,2025-10-19 04:16:13.413202,1
LAW,NYSE,XNYS,"CS Disco, Inc. Common Stock",USD,Common Stock,61741846,2025-10-19 04:16:13.609542,1
LAZ,NYSE,XNYS,"Lazard, Inc. Common Stock",USD,Common Stock,94357442,2025-10-19 04:16:13.420067,1
LB,NYSE,XNYS,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,USD,Common Stock,25337028,2025-10-19 04:16:13.688490,1
LBRT,NYSE,XNYS,Liberty Energy Inc. Class A common stock,USD,Common Stock,161955730,2025-10-19 04:16:13.745807,1
LC,NYSE,XNYS,LendingClub Corporation Common Stock,USD,Common Stock,114740147,2025-10-19 04:16:13.972046,1
LCII,NYSE,XNYS,LCI Industries,USD,Common Stock,24244283,2025-10-19 04:16:14.158484,1
LDI,NYSE,XNYS,"loanDepot, Inc. Class A Common Stock",USD,Common Stock,112351102,2025-10-19 04:16:13.990503,1
LDOS,NYSE,XNYS,"Leidos Holdings, Inc. Common Stock",USD,Common Stock,128297332,2025-10-19 04:16:14.161055,1
LDP,NYSE,XNYS,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",USD,Common Stock,29079221,2025-10-19 04:16:13.990732,1
LEA,NYSE,XNYS,Lear Corporation Common Stock,USD,Common Stock,53206093,2025-10-19 04:16:13.989655,1
LEG,NYSE,XNYS,"Leggett & Platt, Incorporated Common Stock",USD,Common Stock,135350969,2025-10-19 04:16:14.417107,1
LEN,NYSE,XNYS,Lennar Corporation Class A Common Stock,USD,Common Stock,223803530,2025-10-19 04:16:14.161917,1
LEO,NYSE,XNYS,"BNY Mellon Strategic Municipals, Inc. Common Stock",USD,Common Stock,63832114,2025-10-19 04:16:14.689873,1
LEVI,NYSE,XNYS,Levi Strauss & Co Class A Common Stock,USD,Common Stock,103091513,2025-10-19 04:16:15.764161,1
LFT,NYSE,XNYS,"Lument Finance Trust, Inc. Common Stock",USD,Common Stock,52341046,2025-10-19 04:16:14.697577,1
LGI,NYSE,XNYS,Lazard Global Total Return and Income Fund Common Stock,USD,Common Stock,13012942,2025-10-19 04:16:15.263537,1
LH,NYSE,XNYS,Labcorp Holdings Inc. Common Stock,USD,Common Stock,83100000,2025-10-19 04:16:15.265645,1
LHX,NYSE,XNYS,"L3Harris Technologies, Inc. Common Stock",USD,Common Stock,187094798,2025-10-19 04:16:15.526941,1
LII,NYSE,XNYS,"Lennox International, Inc. Common Stock",USD,Common Stock,35124281,2025-10-19 04:16:15.533715,1
LION,NYSE,XNYS,Lionsgate Studios Corp Common Shares,USD,Common Stock,289518048,2025-10-19 04:16:15.545211,1
LITB,NYSE,XNYS,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",USD,Common Stock,18277819,2025-10-19 04:16:15.540734,1
LLY,NYSE,XNYS,Eli Lilly and Company Common Stock,USD,Common Stock,896456759,2025-10-19 04:16:15.538229,1
LMND,NYSE,XNYS,"Lemonade, Inc. Common Stock",USD,Common Stock,73886417,2025-10-19 04:16:15.541948,1
LMT,NYSE,XNYS,Lockheed Martin Corporation Common Stock,USD,Common Stock,233465056,2025-10-19 04:16:15.535817,1
LNC,NYSE,XNYS,Lincoln National Corporation Common Stock,USD,Common Stock,189580412,2025-10-19 04:16:15.539618,1
LND,NYSE,XNYS,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),USD,Common Stock,99615457,2025-10-19 04:16:15.764983,1
LNG,NYSE,XNYS,"Cheniere Energy, Inc. Common Stock",USD,Common Stock,219768104,2025-10-19 04:16:15.765835,1
LNN,NYSE,XNYS,Lindsay Corporation Common Stock,USD,Common Stock,10862203,2025-10-19 04:16:16.120886,1
LOAR,NYSE,XNYS,Loar Holdings Inc. Common Stock,USD,Common Stock,93622471,2025-10-19 04:16:16.117459,1
LOB,NYSE,XNYS,"Live Oak Bancshares, Inc. Common Stock",USD,Common Stock,45731300,2025-10-19 04:16:16.535837,1
LOCL,NYSE,XNYS,Local Bounti Corporation Common Stock,USD,Common Stock,22123010,2025-10-19 04:16:16.537764,1
LOMA,NYSE,XNYS,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,USD,Common Stock,116696630,2025-10-19 04:16:16.534262,1
LOW,NYSE,XNYS,"Lowe's Companies, Inc. Common Stock",USD,Common Stock,560824905,2025-10-19 04:16:16.533132,1
LPG,NYSE,XNYS,Dorian LPG Ltd. Common Stock,USD,Common Stock,42647720,2025-10-19 04:16:16.803568,1
LPL,NYSE,XNYS,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",USD,Common Stock,1000000000,2025-10-19 04:16:16.549735,1
LPX,NYSE,XNYS,Louisiana-Pacific Corporation Common Stock,USD,Common Stock,69640961,2025-10-19 04:16:16.536769,1
LRN,NYSE,XNYS,"Stride, Inc. Common Stock",USD,Common Stock,43626921,2025-10-19 04:16:16.773311,1
LSPD,NYSE,XNYS,Lightspeed Commerce Inc. Subordinate Voting Shares,USD,Common Stock,135244003,2025-10-19 04:16:16.773165,1
LTC,NYSE,XNYS,"LTC Properties, Inc. Common Stock",USD,Common Stock,46065292,2025-10-19 04:16:16.812167,1
LTH,NYSE,XNYS,"Life Time Group Holdings, Inc. Common Stock",USD,Common Stock,219996102,2025-10-19 04:16:16.810107,1
LTM,NYSE,XNYS,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",USD,Common Stock,302220895,2025-10-19 04:16:17.045569,1
LU,NYSE,XNYS,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",USD,Common Stock,866688892,2025-10-19 04:16:17.629032,1
LUCK,NYSE,XNYS,Lucky Strike Entertainment Corporation Class A Common Stock,USD,Common Stock,81695761,2025-10-19 04:16:17.641266,1
LUMN,NYSE,XNYS,"Lumen Technologies, Inc. Common Stock",USD,Common Stock,1026140909,2025-10-19 04:16:17.647455,1
LUV,NYSE,XNYS,Southwest Airlines Company Common Stock,USD,Common Stock,525187709,2025-10-19 04:16:17.639255,1
LUXE,NYSE,XNYS,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",USD,Common Stock,136374256,2025-10-19 04:16:17.644361,1
LVS,NYSE,XNYS,Las Vegas Sands Corp. Common Stock,USD,Common Stock,686453606,2025-10-19 04:16:17.647978,1
LVWR,NYSE,XNYS,"LiveWire Group, Inc. Common Stock",USD,Common Stock,203737490,2025-10-19 04:16:17.645632,1
LW,NYSE,XNYS,"Lamb Weston Holdings, Inc. Common Stock ",USD,Common Stock,139352480,2025-10-19 04:16:17.913277,1
LXFR,NYSE,XNYS,Luxfer Holdings PLC Ordinary Shares,USD,Common Stock,26764077,2025-10-19 04:16:17.916431,1
LXP,NYSE,XNYS,LXP Industrial Trust Common Stock (Maryland REIT),USD,Common Stock,295786195,2025-10-19 04:16:17.912028,1
LXU,NYSE,XNYS,"LSB Industries, Inc. Common Stock",USD,Common Stock,71936047,2025-10-19 04:16:18.177826,1
LYB,NYSE,XNYS,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),USD,Common Stock,321648429,2025-10-19 04:16:18.457533,1
LYG,NYSE,XNYS,Lloyds Banking Group Plc American Depositary Shares,USD,Common Stock,14767754792,2025-10-19 04:16:18.451505,1
LYV,NYSE,XNYS,"Live Nation Entertainment, Inc. Common Stock",USD,Common Stock,231950108,2025-10-19 04:16:18.475365,1
LZB,NYSE,XNYS,La-Z-Boy Incorporated Common Stock,USD,Common Stock,41207237,2025-10-19 04:16:18.458819,1
LZM,NYSE,XNYS,Lifezone Metals Limited Ordinary Shares,USD,Common Stock,79295691,2025-10-19 04:16:18.733689,1
M,NYSE,XNYS,Macy's Inc Common Stock,USD,Common Stock,268505751,2025-10-19 04:16:18.727952,1
MA,NYSE,XNYS,Mastercard Incorporated Common Stock,USD,Common Stock,897274172,2025-10-19 04:16:18.741491,1
MAA,NYSE,XNYS,"Mid-America Apartment Communities, Inc. Common Stock",USD,Common Stock,117071138,2025-10-19 04:16:18.737624,1
MAC,NYSE,XNYS,Macerich Company (The) Common Stock,USD,Common Stock,252751307,2025-10-19 04:16:19.003657,1
MAGN,NYSE,XNYS,Magnera Corporation Common Stock,USD,Common Stock,35600000,2025-10-19 04:16:19.010741,1
MAIN,NYSE,XNYS,Main Street Capital Corporation Common Stock,USD,Common Stock,89430382,2025-10-19 04:16:19.021362,1
MAN,NYSE,XNYS,ManpowerGroup Common Stock,USD,Common Stock,46291083,2025-10-19 04:16:19.008335,1
MANU,NYSE,XNYS,Manchester United Ltd. Class A Ordinary Shares,USD,Common Stock,56080686,2025-10-19 04:16:19.285802,1
MAS,NYSE,XNYS,Masco Corporation Common Stock,USD,Common Stock,209363636,2025-10-19 04:16:19.286757,1
MATV,NYSE,XNYS,"Mativ Holdings, Inc. Common Stock",USD,Common Stock,54672519,2025-10-19 04:16:19.281069,1
MATX,NYSE,XNYS,"Matson, Inc. Common Stock",USD,Common Stock,31789018,2025-10-19 04:16:19.375449,1
MAX,NYSE,XNYS,"MediaAlpha, Inc. Class A Common Stock",USD,Common Stock,46228000,2025-10-19 04:16:19.543830,1
MBC,NYSE,XNYS,"MasterBrand, Inc. Common Stock",USD,Common Stock,126738905,2025-10-19 04:16:19.824133,1
MBI,NYSE,XNYS,MBIA Inc. Common Stock,USD,Common Stock,50488741,2025-10-19 04:16:19.597661,1
MC,NYSE,XNYS,Moelis & Company Class A Common Stock,USD,Common Stock,74178031,2025-10-19 04:16:19.554447,1
MCB,NYSE,XNYS,Metropolitan Bank Holding Corp. Common Stock,USD,Common Stock,10421384,2025-10-19 04:16:19.664551,1
MCD,NYSE,XNYS,McDonald's Corporation Common Stock,USD,Common Stock,713604434,2025-10-19 04:16:19.827903,1
MCI,NYSE,XNYS,Barings Corporate Investors Common Stock,USD,Common Stock,20472265,2025-10-19 04:16:19.836631,1
MCK,NYSE,XNYS,McKesson Corporation Common Stock,USD,Common Stock,124384393,2025-10-19 04:16:19.841603,1
MCN,NYSE,XNYS,XAI Madison Equity Premium Income Fund Common Shares,USD,Common Stock,21116722,2025-10-19 04:16:19.865873,1
MCO,NYSE,XNYS,Moody's Corporation Common Stock,USD,Common Stock,179358642,2025-10-19 04:16:19.844938,1
MCR,NYSE,XNYS,MFS Charter Income Trust Common Stock,USD,Common Stock,41688435,2025-10-19 04:16:21.931161,1
MCS,NYSE,XNYS,Marcus Corporation (The) Common Stock,USD,Common Stock,24326492,2025-10-19 04:16:20.269766,1
MCY,NYSE,XNYS,Mercury General Corporation Common Stock,USD,Common Stock,55388627,2025-10-19 04:16:20.104607,1
MD,NYSE,XNYS,"Pediatrix Medical Group, Inc. Common Stock",USD,Common Stock,87084187,2025-10-19 04:16:20.273157,1
MDT,NYSE,XNYS,Medtronic plc. Ordinary Shares,USD,Common Stock,1282685882,2025-10-19 04:16:20.783674,1
MDU,NYSE,XNYS,"MDU Resources Group, Inc. Common Stock (Holding Company)",USD,Common Stock,204331170,2025-10-19 04:16:20.969090,1
MDV,NYSE,XNYS,"Modiv Industrial, Inc. Class C Common Stock",USD,Common Stock,10158304,2025-10-19 04:16:21.056918,1
MEC,NYSE,XNYS,"Mayville Engineering Company, Inc. Common Stock",USD,Common Stock,20317825,2025-10-19 04:16:21.052952,1
MED,NYSE,XNYS,MEDIFAST INC Common Stock,USD,Common Stock,10991064,2025-10-19 04:16:21.052463,1
MEG,NYSE,XNYS,"Montrose Environmental Group, Inc. Common Stock",USD,Common Stock,35286491,2025-10-19 04:16:21.416858,1
MEGI,NYSE,XNYS,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,USD,Common Stock,52047534,2025-10-19 04:16:21.339728,1
MEI,NYSE,XNYS,"Methode Electronics, Inc. Common Stock",USD,Common Stock,35217142,2025-10-19 04:16:22.329224,1
MET,NYSE,XNYS,"MetLife, Inc. Common Stock",USD,Common Stock,665026054,2025-10-19 04:16:21.415360,1
MFA,NYSE,XNYS,"MFA Financial, Inc.",USD,Common Stock,102668702,2025-10-19 04:16:22.206808,1
MFC,NYSE,XNYS,Manulife Financial Corporation Common Stock,USD,Common Stock,1689648464,2025-10-19 04:16:22.554200,1
MFG,NYSE,XNYS,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",USD,Common Stock,12429412570,2025-10-19 04:16:22.488075,1
MFM,NYSE,XNYS,MFS Municipal Income Trust Common Stock,USD,Common Stock,41187631,2025-10-19 04:16:22.503738,1
MG,NYSE,XNYS,Mistras Group Inc Common Stock,USD,Common Stock,31538050,2025-10-19 04:16:23.037738,1
MGA,NYSE,XNYS,"Magna International, Inc. Common Stock",USD,Common Stock,281778768,2025-10-19 04:16:23.040038,1
MGF,NYSE,XNYS,MFS Government Markets Income Trust Common Stock,USD,Common Stock,32590193,2025-10-19 04:16:23.319369,1
MGM,NYSE,XNYS,MGM Resorts International Common Stock,USD,Common Stock,272191042,2025-10-19 04:16:23.226396,1
MGY,NYSE,XNYS,Magnolia Oil & Gas Corporation Class A Common Stock,USD,Common Stock,185291079,2025-10-19 04:16:23.433412,1
MH,NYSE,XNYS,"McGraw Hill, Inc. Common Stock",USD,Common Stock,191001519,2025-10-19 04:16:23.590906,1
MHD,NYSE,XNYS,"Blackrock MuniHoldings Fund, Inc. Common Stock",USD,Common Stock,52141616,2025-10-19 04:16:23.703156,1
MHF,NYSE,XNYS,"Western Asset Municipal High Income Fund, Inc. Common Stock",USD,Common Stock,21689855,2025-10-19 04:16:23.867462,1
MHK,NYSE,XNYS,"Mohawk Industries, Inc. Common Stock",USD,Common Stock,62131911,2025-10-19 04:16:23.636830,1
MHLA,NYSE,XNYS,"Maiden Holdings, Ltd. 6.625% Notes due 2046",USD,Common Stock,86620496,2025-10-19 04:16:23.871330,1
MHN,NYSE,XNYS,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",USD,Common Stock,30241637,2025-10-19 04:16:23.870464,1
MHO,NYSE,XNYS,"M/I Homes, Inc. Common Stock",USD,Common Stock,26390709,2025-10-19 04:16:24.274423,1
MIAX,NYSE,XNYS,"Miami International Holdings, Inc. Common Stock",USD,Common Stock,80799866,2025-10-19 04:16:24.279646,1
MIN,NYSE,XNYS,MFS Intermediate Income Trust Common Stock,USD,Common Stock,113798238,2025-10-19 04:16:24.271223,1
MIR,NYSE,XNYS,"Mirion Technologies, Inc. Class A Common Stock",USD,Common Stock,224439581,2025-10-19 04:16:24.349875,1
MITT,NYSE,XNYS,"AG Mortgage Investment Trust, Inc. Common Stock",USD,Common Stock,31732431,2025-10-19 04:16:24.571929,1
MIY,NYSE,XNYS,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",USD,Common Stock,28964750,2025-10-19 04:16:24.862885,1
MKC,NYSE,XNYS,"McCormick & Company, Incorporated Common Stock",USD,Common Stock,253239902,2025-10-19 04:16:25.146786,1
MKL,NYSE,XNYS,Markel Group Inc. Common Stock,USD,Common Stock,12652001,2025-10-19 04:16:28.231942,1
MLI,NYSE,XNYS,"Mueller Industries, Inc. Common Stock",USD,Common Stock,110700752,2025-10-19 04:16:25.154434,1
MLM,NYSE,XNYS,"Martin Marietta Materials, Inc. Common Stock",USD,Common Stock,60306003,2025-10-19 04:16:25.422872,1
MLNK,NYSE,XNYS,"MeridianLink, Inc. Common Stock",USD,Common Stock,73810843,2025-10-19 04:16:25.413989,1
MLP,NYSE,XNYS,"Maui Land & Pineapple Company, Inc. Common Stock",USD,Common Stock,19742781,2025-10-19 04:16:25.659277,1
MLR,NYSE,XNYS,"Miller Industries, Inc. Common Stock",USD,Common Stock,11458123,2025-10-19 04:16:25.424675,1
MMC,NYSE,XNYS,"Marsh & McLennan Companies, Inc. Common Stock",USD,Common Stock,489909683,2025-10-19 04:16:25.429044,1
MMD,NYSE,XNYS,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,USD,Common Stock,18779453,2025-10-19 04:16:25.420373,1
MMI,NYSE,XNYS,"Marcus & Millichap, Inc. Common Stock",USD,Common Stock,38996974,2025-10-19 04:16:25.661620,1
MMM,NYSE,XNYS,3M Company Common Stock,USD,Common Stock,532629702,2025-10-19 04:16:26.013029,1
MMS,NYSE,XNYS,"Maximus, Inc. Common Stock",USD,Common Stock,56349629,2025-10-19 04:16:26.013500,1
MMT,NYSE,XNYS,MFS Multimarket Income Trust Common Stock,USD,Common Stock,54946365,2025-10-19 04:16:25.979954,1
MMU,NYSE,XNYS,"Western Asset Managed Municipals Fund, Inc. Common Stock",USD,Common Stock,54618848,2025-10-19 04:16:26.235157,1
MNR,NYSE,XNYS,Mach Natural Resources LP Common Units representing Limited Partner Interests,USD,Common Stock,168136764,2025-10-19 04:16:26.513609,1
MNSO,NYSE,XNYS,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",USD,Common Stock,304272169,2025-10-19 04:16:26.523229,1
MNTN,NYSE,XNYS,"MNTN, Inc. Class A Common Stock",USD,Common Stock,43620578,2025-10-19 04:16:26.518702,1
MO,NYSE,XNYS,"Altria Group, Inc.",USD,Common Stock,1679890953,2025-10-19 04:16:26.522378,1
MOD,NYSE,XNYS,Modine Manufacturing Company Common Stock,USD,Common Stock,52490229,2025-10-19 04:16:26.516200,1
MODG,NYSE,XNYS,Topgolf Callaway Brands Corp. Common Stock,USD,Common Stock,183865613,2025-10-19 04:16:26.525854,1
MOGU,NYSE,XNYS,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),USD,Common Stock,7162861,2025-10-19 04:16:26.803983,1
MOH,NYSE,XNYS,Molina Healthcare Inc Common Stock,USD,Common Stock,54200000,2025-10-19 04:16:27.085972,1
MOS,NYSE,XNYS,Mosaic Company (The) Common Stock,USD,Common Stock,317378326,2025-10-19 04:16:27.086958,1
MOV,NYSE,XNYS,Movado Group Inc. Common Stock,USD,Common Stock,15682096,2025-10-19 04:16:27.261405,1
MP,NYSE,XNYS,MP Materials Corp. Common Stock,USD,Common Stock,177098314,2025-10-19 04:16:27.264149,1
MPA,NYSE,XNYS,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,USD,Common Stock,12949630,2025-10-19 04:16:27.346910,1
MPC,NYSE,XNYS,Marathon Petroleum Corporation Common Stock,USD,Common Stock,304020309,2025-10-19 04:16:27.352527,1
MPLX,NYSE,XNYS,MPLX LP Common Units Representing Limited Partner Interests,USD,Common Stock,1019065904,2025-10-19 04:16:27.418010,1
MPV,NYSE,XNYS,Barings Participation Investors Common Stock,USD,Common Stock,10722277,2025-10-19 04:16:27.345035,1
MPW,NYSE,XNYS,"Medical Properties Trust, Inc. common stock",USD,Common Stock,601100000,2025-10-19 04:16:27.362195,1
MPX,NYSE,XNYS,Marine Products Corporation Common Stock,USD,Common Stock,34996050,2025-10-19 04:16:27.355987,1
MQT,NYSE,XNYS,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",USD,Common Stock,22154712,2025-10-19 04:16:27.482388,1
MQY,NYSE,XNYS,"Blackrock MuniYield Quality Fund, Inc. Common Stock",USD,Common Stock,71833617,2025-10-19 04:16:27.664185,1
MRC,NYSE,XNYS,MRC Global Inc. Common Stock,USD,Common Stock,85084457,2025-10-19 04:16:27.709096,1
MRK,NYSE,XNYS,"Merck & Company, Inc. Common Stock (new)",USD,Common Stock,2497783211,2025-10-19 04:16:28.231420,1
MRP,NYSE,XNYS,"Millrose Properties, Inc. Class A Common Stock",USD,Common Stock,154183686,2025-10-19 04:16:28.229455,1
MS,NYSE,XNYS,Morgan Stanley Common Stock,USD,Common Stock,1591000000,2025-10-19 04:16:28.441013,1
MSA,NYSE,XNYS,MSA Safety Incorporated Common Stock,USD,Common Stock,39143220,2025-10-19 04:16:28.820855,1
MSB,NYSE,XNYS,Mesabi Trust Common Stock,USD,Common Stock,13120010,2025-10-19 04:16:28.788716,1
MSC,NYSE,XNYS,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",USD,Common Stock,192588175,2025-10-19 04:16:29.322833,1
MSCI,NYSE,XNYS,MSCI Inc. Common Stock,USD,Common Stock,77365235,2025-10-19 04:16:29.092756,1
MSD,NYSE,XNYS,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",USD,Common Stock,20221593,2025-10-19 04:16:29.057598,1
MSDL,NYSE,XNYS,Morgan Stanley Direct Lending Fund Common Stock,USD,Common Stock,86835012,2025-10-19 04:16:29.400245,1
MSGE,NYSE,XNYS,Madison Square Garden Entertainment Corp. Class A Common Stock,USD,Common Stock,40593104,2025-10-19 04:16:29.827749,1
MSGS,NYSE,XNYS,Madison Square Garden Sports Corp. Class A Common Stock (New),USD,Common Stock,19488096,2025-10-19 04:16:30.008098,1
MSI,NYSE,XNYS,"Motorola Solutions, Inc. Common Stock",USD,Common Stock,166603894,2025-10-19 04:16:29.822941,1
MSIF,NYSE,XNYS,"MSC Income Fund, Inc. Common Stock",USD,Common Stock,47440505,2025-10-19 04:16:29.821763,1
MSM,NYSE,XNYS,"MSC Industrial Direct Company, Inc. Common Stock",USD,Common Stock,55675778,2025-10-19 04:16:30.014311,1
MT,NYSE,XNYS,Arcelor Mittal NY Registry Shares NEW,USD,Common Stock,760489515,2025-10-19 04:16:30.011468,1
MTB,NYSE,XNYS,M&T Bank Corporation Common Stock,USD,Common Stock,156269291,2025-10-19 04:16:30.095732,1
MTD,NYSE,XNYS,"Mettler-Toledo International, Inc. Common Stock",USD,Common Stock,20599040,2025-10-19 04:16:30.118740,1
MTDR,NYSE,XNYS,Matador Resources Company Common Stock,USD,Common Stock,124494423,2025-10-19 04:16:30.094339,1
MTG,NYSE,XNYS,MGIC Investment Corporation Common Stock,USD,Common Stock,230523015,2025-10-19 04:16:30.092686,1
MTH,NYSE,XNYS,Meritage Homes Corporation Common Stock,USD,Common Stock,71156138,2025-10-19 04:16:30.097753,1
MTN,NYSE,XNYS,"Vail Resorts, Inc. Common Stock",USD,Common Stock,35884970,2025-10-19 04:16:30.455896,1
MTR,NYSE,XNYS,Mesa Royalty Trust Common Stock,USD,Common Stock,1863590,2025-10-19 04:16:30.378211,1
MTRN,NYSE,XNYS,Materion Corporation,USD,Common Stock,20726917,2025-10-19 04:16:30.667647,1
MTUS,NYSE,XNYS,Metallus Inc. Common Shares,USD,Common Stock,41826462,2025-10-19 04:16:30.678789,1
MTW,NYSE,XNYS,"Manitowoc Company, Inc. (The) Common Stock",USD,Common Stock,35459107,2025-10-19 04:16:30.824490,1
MTX,NYSE,XNYS,Minerals Technologies Inc. Common Stock,USD,Common Stock,31376116,2025-10-19 04:16:30.905139,1
MTZ,NYSE,XNYS,"MasTec, Inc. Common Stock",USD,Common Stock,78907954,2025-10-19 04:16:30.907365,1
MUA,NYSE,XNYS,"Blackrock MuniAssets Fund, Inc Common Stock",USD,Common Stock,38478279,2025-10-19 04:16:30.917579,1
MUC,NYSE,XNYS,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",USD,Common Stock,94183923,2025-10-19 04:16:30.933954,1
MUE,NYSE,XNYS,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",USD,Common Stock,21918068,2025-10-19 04:16:30.918782,1
MUFG,NYSE,XNYS,"Mitsubishi UFJ Financial Group, Inc. Common Stock",USD,Common Stock,11380317854,2025-10-19 04:16:30.932727,1
MUJ,NYSE,XNYS,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",USD,Common Stock,53185098,2025-10-19 04:16:38.650060,1
MUR,NYSE,XNYS,Murphy Oil Corporation Common Stock,USD,Common Stock,142731820,2025-10-19 04:16:31.102582,1
MUSA,NYSE,XNYS,Murphy USA Inc. Common Stock,USD,Common Stock,19292355,2025-10-19 04:16:31.227048,1
MUX,NYSE,XNYS,McEwen Inc. Common Stock,USD,Common Stock,54464290,2025-10-19 04:16:31.397513,1
MVF,NYSE,XNYS,"Blackrock MuniVest Fund, Inc. Common Stock",USD,Common Stock,57335699,2025-10-19 04:16:31.460562,1
MVO,NYSE,XNYS,MV Oil Trust Units of Beneficial Interests,USD,Common Stock,11500000,2025-10-19 04:16:31.574072,1
MVT,NYSE,XNYS,"Blackrock MuniVest Fund II, Inc.  Common Stock",USD,Common Stock,20861423,2025-10-19 04:16:31.605228,1
MWA,NYSE,XNYS,MUELLER WATER PRODUCTS Common Stock,USD,Common Stock,156293515,2025-10-19 04:16:31.671822,1
MX,NYSE,XNYS,Magnachip Semiconductor Corporation Common Stock,USD,Common Stock,35924033,2025-10-19 04:16:31.739060,1
MXE,NYSE,XNYS,"Mexico Equity and Income Fund, Inc. (The) Common Stock",USD,Common Stock,4400209,2025-10-19 04:16:31.781314,1
MXF,NYSE,XNYS,"Mexico Fund, Inc. (The) Common Stock",USD,Common Stock,14420065,2025-10-19 04:16:31.777443,1
MYD,NYSE,XNYS,"Blackrock MuniYield Fund, Inc.  Common Stock",USD,Common Stock,45733511,2025-10-19 04:16:31.946958,1
MYE,NYSE,XNYS,"Myers Industries, Inc. Common Stock",USD,Common Stock,37409727,2025-10-19 04:16:31.783996,1
MYI,NYSE,XNYS,"Blackrock MuniYield Quality Fund III, Inc Common Stock",USD,Common Stock,66467251,2025-10-19 04:16:31.776719,1
MYN,NYSE,XNYS,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",USD,Common Stock,38313208,2025-10-19 04:16:32.008425,1
NABL,NYSE,XNYS,"N-able, Inc. Common Stock",USD,Common Stock,187096094,2025-10-19 04:16:32.072535,1
NAC,NYSE,XNYS,Nuveen California Quality Municipal Income Fund,USD,Common Stock,144722058,2025-10-19 04:16:32.067107,1
NAD,NYSE,XNYS,Nuveen Quality Municipal Income Fund Common Stock,USD,Common Stock,233404655,2025-10-19 04:16:32.307907,1
NAN,NYSE,XNYS,Nuveen New York Quality Municipal Income Fund Common Stock,USD,Common Stock,30876624,2025-10-19 04:16:32.610735,1
NAT,NYSE,XNYS,Nordic American Tankers Limited Common Stock,USD,Common Stock,211750663,2025-10-19 04:16:32.470278,1
NATL,NYSE,XNYS,NCR Atleos Corporation Common Stock,USD,Common Stock,73585992,2025-10-19 04:16:32.511969,1
NAZ,NYSE,XNYS,Nuveen Arizona Quality Municipal Income Fund Common Stock,USD,Common Stock,11597297,2025-10-19 04:16:32.621267,1
NBB,NYSE,XNYS,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,USD,Common Stock,29394752,2025-10-19 04:16:32.625104,1
NBHC,NYSE,XNYS,National Bank Holdings Corporation Common Stock,USD,Common Stock,37815294,2025-10-19 04:16:32.883709,1
NBR,NYSE,XNYS,Nabors Industries Ltd.,USD,Common Stock,14575667,2025-10-19 04:16:32.885859,1
NBXG,NYSE,XNYS,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,USD,Common Stock,78761496,2025-10-19 04:16:32.626740,1
NC,NYSE,XNYS,"NACCO Industries, Inc. Common Stock",USD,Common Stock,5888500,2025-10-19 04:16:32.626051,1
NCA,NYSE,XNYS,Nuveen California Municipal Value Fund,USD,Common Stock,33108196,2025-10-19 04:16:33.188863,1
NCDL,NYSE,XNYS,Nuveen Churchill Direct Lending Corp. Common Stock,USD,Common Stock,49387065,2025-10-19 04:16:33.204804,1
NCLH,NYSE,XNYS,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,USD,Common Stock,455250952,2025-10-19 04:16:33.202185,1
NCV,NYSE,XNYS,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,USD,Common Stock,22593393,2025-10-19 04:16:33.200802,1
