symbol,exchange,mic,name,currency,type,shares_outstanding,last_updated,is_active
SR,NYSE,XNYS,Spire Inc. Common Stock,USD,Common Stock,59025080,2025-10-19 04:20:13.271751,1
SRE,NYSE,XNYS,DBA Sempra Common Stock,USD,Common Stock,652472426,2025-10-19 04:20:13.553528,1
SRFM,NYSE,XNYS,Surf Air Mobility Inc. Common Stock,USD,Common Stock,42826070,2025-10-19 04:20:13.823992,1
SRG,NYSE,XNYS,Seritage Growth Properties Class A Common Stock,USD,Common Stock,56324607,2025-10-19 04:20:13.552098,1
SRI,NYSE,XNYS,"Stoneridge, Inc. Common Stock",USD,Common Stock,28006494,2025-10-19 04:20:13.837834,1
SRL,NYSE,XNYS,Scully Royalty Ltd.,USD,Common Stock,14822251,2025-10-19 04:20:13.830306,1
SRV,NYSE,XNYS,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,USD,Common Stock,4476806,2025-10-19 04:20:14.059921,1
SSB,NYSE,XNYS,SouthState Bank Corporation Common Stock,USD,Common Stock,101208988,2025-10-19 04:20:13.900668,1
SSD,NYSE,XNYS,"Simpson Manufacturing Company, Inc. Common Stock",USD,Common Stock,41617298,2025-10-19 04:20:14.118583,1
SSL,NYSE,XNYS,Sasol Ltd. American Depositary Shares,USD,Common Stock,630388422,2025-10-19 04:20:14.116013,1
SST,NYSE,XNYS,"System1, Inc. Class A Common Stock",USD,Common Stock,8045545,2025-10-19 04:20:14.110859,1
SSTK,NYSE,XNYS,"Shutterstock, Inc. Common Stock",USD,Common Stock,35474129,2025-10-19 04:20:14.362196,1
ST,NYSE,XNYS,Sensata Technologies Holding plc Ordinary Shares,USD,Common Stock,145639006,2025-10-19 04:20:14.383249,1
STAG,NYSE,XNYS,"Stag Industrial, Inc. Common Stock",USD,Common Stock,186696691,2025-10-19 04:20:14.401570,1
STC,NYSE,XNYS,Stewart Information Services Corporation Common Stock,USD,Common Stock,27998523,2025-10-19 04:20:14.502563,1
STE,NYSE,XNYS,STERIS plc (Ireland) Ordinary Shares,USD,Common Stock,98490606,2025-10-19 04:20:14.667021,1
STEL,NYSE,XNYS,"Stellar Bancorp, Inc. Common Stock",USD,Common Stock,51352644,2025-10-19 04:20:14.695257,1
STEM,NYSE,XNYS,"Stem, Inc. Class A Common Stock",USD,Common Stock,8387658,2025-10-19 04:20:14.694898,1
STEW,NYSE,XNYS,"SRH Total Return Fund, Inc. Common Stock",USD,Common Stock,96441500,2025-10-19 04:20:14.678683,1
STG,NYSE,XNYS,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",USD,Common Stock,5179652,2025-10-19 04:20:14.678094,1
STK,NYSE,XNYS,Columbia Seligman Premium Technology Growth Fund Inc,USD,Common Stock,17390630,2025-10-19 04:20:14.806306,1
STLA,NYSE,XNYS,Stellantis N.V. Common Shares,USD,Common Stock,2888724012,2025-10-19 04:20:14.955677,1
STM,NYSE,XNYS,STMicroelectronics N.V. Common Stock,USD,Common Stock,891634267,2025-10-19 04:20:15.255007,1
STN,NYSE,XNYS,Stantec Inc Common Stock,USD,Common Stock,114066995,2025-10-19 04:20:15.231458,1
STNG,NYSE,XNYS,Scorpio Tankers Inc. Common Shares,USD,Common Stock,51016290,2025-10-19 04:20:15.241071,1
STT,NYSE,XNYS,State Street Corporation Common Stock,USD,Common Stock,282217819,2025-10-19 04:20:15.508996,1
STUB,NYSE,XNYS,"StubHub Holdings, Inc. Class A Common Stock",USD,Common Stock,343063283,2025-10-19 04:20:15.782612,1
STVN,NYSE,XNYS,Stevanato Group S.p.A. Ordinary Shares,USD,Common Stock,49691433,2025-10-19 04:20:15.504986,1
STWD,NYSE,XNYS,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",USD,Common Stock,367138710,2025-10-19 04:20:15.954958,1
STZ,NYSE,XNYS,"Constellation Brands, Inc. Common Stock",USD,Common Stock,175013336,2025-10-19 04:20:16.079514,1
SU,NYSE,XNYS,Suncor Energy  Inc. Common Stock,USD,Common Stock,1213246632,2025-10-19 04:20:16.140594,1
SUI,NYSE,XNYS,"Sun Communities, Inc. Common Stock",USD,Common Stock,125155465,2025-10-19 04:20:16.357876,1
SUN,NYSE,XNYS,Sunoco LP Common Units representing limited partner interests,USD,Common Stock,136604563,2025-10-19 04:20:16.349670,1
SUPV,NYSE,XNYS,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,USD,Common Stock,75103998,2025-10-19 04:20:16.627594,1
SUZ,NYSE,XNYS,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),USD,Common Stock,1235908788,2025-10-19 04:20:16.927123,1
SVV,NYSE,XNYS,"Savers Value Village, Inc. Common Stock",USD,Common Stock,155555984,2025-10-19 04:20:16.651208,1
SW,NYSE,XNYS,Smurfit WestRock plc Ordinary Shares,USD,Common Stock,522125044,2025-10-19 04:20:16.915218,1
SWK,NYSE,XNYS,"Stanley Black & Decker, Inc. Common Stock",USD,Common Stock,154792247,2025-10-19 04:20:16.910857,1
SWX,NYSE,XNYS,"Southwest Gas Holdings, Inc. Common Stock (DE)",USD,Common Stock,71979296,2025-10-19 04:20:16.917641,1
SWZ,NYSE,XNYS,Total Return Securities Fund Common Stock,USD,Common Stock,12990705,2025-10-19 04:20:16.905227,1
SXC,NYSE,XNYS,"SunCoke Energy, Inc. Common Stock",USD,Common Stock,84665509,2025-10-19 04:20:16.916744,1
SXI,NYSE,XNYS,Standex International Corporation Common Stock,USD,Common Stock,12094303,2025-10-19 04:20:17.200826,1
SXT,NYSE,XNYS,Sensient Technologies Corporation Common Stock,USD,Common Stock,42466138,2025-10-19 04:20:16.912269,1
SYF,NYSE,XNYS,Synchrony Financial Common Stock,USD,Common Stock,360100000,2025-10-19 04:20:16.913781,1
SYK,NYSE,XNYS,Stryker Corporation Common Stock,USD,Common Stock,382307298,2025-10-19 04:20:17.705611,1
SYY,NYSE,XNYS,Sysco Corporation Common Stock,USD,Common Stock,478507440,2025-10-19 04:20:17.193887,1
T,NYSE,XNYS,AT&T Inc.,USD,Common Stock,7150385480,2025-10-19 04:20:17.772639,1
TAC,NYSE,XNYS,TransAlta Corporation Ordinary Shares,USD,Common Stock,296449829,2025-10-19 04:20:18.048501,1
TAK,NYSE,XNYS,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),USD,Common Stock,3158219806,2025-10-19 04:20:17.998830,1
TAL,NYSE,XNYS,TAL Education Group American Depositary Shares,USD,Common Stock,461046181,2025-10-19 04:20:17.991957,1
TALO,NYSE,XNYS,"Talos Energy, Inc. Common Stock",USD,Common Stock,174658018,2025-10-19 04:20:18.047645,1
TAP,NYSE,XNYS,Molson Coors Beverage Company Class B Common Stock,USD,Common Stock,185387559,2025-10-19 04:20:17.997625,1
TBB,NYSE,XNYS,AT&T Inc. 5.350% Global Notes due 2066,USD,Common Stock,6139780096,2025-10-19 04:20:17.995793,1
TBBB,NYSE,XNYS,BBB Foods Inc. Class A Common Shares,USD,Common Stock,62048108,2025-10-19 04:20:18.276491,1
TBI,NYSE,XNYS,"TrueBlue, Inc. Common Stock",USD,Common Stock,29900868,2025-10-19 04:20:18.275973,1
TBN,NYSE,XNYS,Tamboran Resources Corporation Common stock,USD,Common Stock,10868403,2025-10-19 04:20:18.816667,1
TCBX,NYSE,XNYS,"Third Coast Bancshares, Inc. Common Stock",USD,Common Stock,13861173,2025-10-19 04:20:18.816382,1
TCI,NYSE,XNYS,"Transcontinental Realty Investors, Inc. Common Stock",USD,Common Stock,8639316,2025-10-19 04:20:18.849141,1
TD,NYSE,XNYS,Toronto Dominion Bank (The) Common Stock,USD,Common Stock,1707204000,2025-10-19 04:20:19.102375,1
TDC,NYSE,XNYS,Teradata Corporation Common Stock,USD,Common Stock,94500000,2025-10-19 04:20:19.097664,1
TDF,NYSE,XNYS,"Templeton Dragon Fund, Inc. Common Stock",USD,Common Stock,25272108,2025-10-19 04:20:19.130930,1
TDG,NYSE,XNYS,Transdigm Group Incorporated Common Stock,USD,Common Stock,56350285,2025-10-19 04:20:19.101264,1
TDOC,NYSE,XNYS,"Teladoc Health, Inc. Common Stock",USD,Common Stock,176690662,2025-10-19 04:20:19.377205,1
TDS,NYSE,XNYS,"Telephone and Data Systems, Inc. Common Shares",USD,Common Stock,108000000,2025-10-19 04:20:19.127128,1
TDW,NYSE,XNYS,Tidewater Inc. Common Stock,USD,Common Stock,49492348,2025-10-19 04:20:19.396003,1
TDY,NYSE,XNYS,Teledyne Technologies Incorporated Common Stock,USD,Common Stock,46888498,2025-10-19 04:20:20.237762,1
TE,NYSE,XNYS,T1 Energy Inc. Common Stock,USD,Common Stock,168459745,2025-10-19 04:20:19.941276,1
TEAF,NYSE,XNYS,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest,USD,Common Stock,13491127,2025-10-19 04:20:20.444466,1
TECK,NYSE,XNYS,Teck Resources Ltd Ordinary Shares,USD,Common Stock,480358282,2025-10-19 04:20:20.227312,1
TEF,NYSE,XNYS,Telefonica SA Common Stock,USD,Common Stock,5637918350,2025-10-19 04:20:20.240311,1
TEI,NYSE,XNYS,"Templeton Emerging Markets Income Fund, Inc. Common Stock",USD,Common Stock,47228418,2025-10-19 04:20:20.442241,1
TEL,NYSE,XNYS,TE Connectivity plc Ordinary Shares,USD,Common Stock,295481491,2025-10-19 04:20:20.235945,1
TEN,NYSE,XNYS,Tsakos Energy Navigation Ltd Common Shares,USD,Common Stock,30127603,2025-10-19 04:20:20.231939,1
TEO,NYSE,XNYS,Telecom Argentina SA,USD,Common Stock,125611604,2025-10-19 04:20:20.506641,1
TEVA,NYSE,XNYS,Teva Pharmaceutical Industries Limited American Depositary Shares,USD,Common Stock,1147150917,2025-10-19 04:20:20.790453,1
TEX,NYSE,XNYS,Terex Corporation Common Stock,USD,Common Stock,65600000,2025-10-19 04:20:21.102558,1
TFC,NYSE,XNYS,Truist Financial Corporation Common Stock,USD,Common Stock,1279246000,2025-10-19 04:20:21.105503,1
TFII,NYSE,XNYS,TFI International Inc. Common Shares,USD,Common Stock,83022264,2025-10-19 04:20:21.398494,1
TFIN,NYSE,XNYS,"Triumph Financial, Inc. Common Stock",USD,Common Stock,23763401,2025-10-19 04:20:21.106434,1
TFPM,NYSE,XNYS,Triple Flag Precious Metals Corp. Common Shares,USD,Common Stock,206495362,2025-10-19 04:20:21.962116,1
TFX,NYSE,XNYS,Teleflex Incorporated Common Stock,USD,Common Stock,44192817,2025-10-19 04:20:21.579269,1
TG,NYSE,XNYS,Tredegar Corporation Common Stock,USD,Common Stock,34774059,2025-10-19 04:20:21.405276,1
TGE,NYSE,XNYS,The Generation Essentials Group Class A Ordinary Shares,USD,Common Stock,29175159,2025-10-19 04:20:21.853911,1
TGLS,NYSE,XNYS,Tecnoglass Inc. Ordinary Shares,USD,Common Stock,46987148,2025-10-19 04:20:21.680741,1
TGNA,NYSE,XNYS,TEGNA Inc,USD,Common Stock,161050716,2025-10-19 04:20:22.125062,1
TGS,NYSE,XNYS,Transportadora de Gas del Sur SA TGS Common Stock,USD,Common Stock,69513693,2025-10-19 04:20:22.030395,1
TGT,NYSE,XNYS,Target Corporation Common Stock,USD,Common Stock,454399148,2025-10-19 04:20:22.028853,1
THC,NYSE,XNYS,Tenet Healthcare Corporation Common Stock,USD,Common Stock,88351000,2025-10-19 04:20:21.961057,1
THG,NYSE,XNYS,Hanover Insurance Group Inc,USD,Common Stock,35770448,2025-10-19 04:20:22.255094,1
THO,NYSE,XNYS,"Thor Industries, Inc. Common Stock",USD,Common Stock,52633210,2025-10-19 04:20:22.236867,1
THQ,NYSE,XNYS,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,USD,Common Stock,41379167,2025-10-19 04:20:22.234676,1
THR,NYSE,XNYS,"Thermon Group Holdings, Inc. Common Stock",USD,Common Stock,33065023,2025-10-19 04:20:22.255984,1
THS,NYSE,XNYS,"Treehouse Foods, Inc. Common Stock",USD,Common Stock,50500000,2025-10-19 04:20:22.525875,1
THW,NYSE,XNYS,abrdn World Healthcare Fund Shares of Beneficial Interest,USD,Common Stock,39831709,2025-10-19 04:20:22.518586,1
TIC,NYSE,XNYS,"TIC Solutions, Inc. Common Stock",USD,Common Stock,220106709,2025-10-19 04:20:22.795812,1
TIMB,NYSE,XNYS,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,USD,Common Stock,480984198,2025-10-19 04:20:22.805368,1
TISI,NYSE,XNYS,"Team, Inc. Common Stock",USD,Common Stock,4493391,2025-10-19 04:20:22.793356,1
TIXT,NYSE,XNYS,TELUS International (Cda) Inc. Subordinate Voting Shares,USD,Common Stock,114300000,2025-10-19 04:20:23.066384,1
TJX,NYSE,XNYS,"TJX Companies, Inc. (The) Common Stock",USD,Common Stock,1112938750,2025-10-19 04:20:23.062922,1
TK,NYSE,XNYS,Teekay Corporation Ltd. Common Stock,USD,Common Stock,85269031,2025-10-19 04:20:22.905502,1
TKC,NYSE,XNYS,Turkcell Iletisim Hizmetleri AS Common Stock,USD,Common Stock,871414600,2025-10-19 04:20:23.071886,1
TKO,NYSE,XNYS,"TKO Group Holdings, Inc. Class A Common Stock",USD,Common Stock,82136886,2025-10-19 04:20:23.073380,1
TKR,NYSE,XNYS,Timken Company (The) Common Stock,USD,Common Stock,69643004,2025-10-19 04:20:23.163200,1
TLK,NYSE,XNYS,"PT Telekomunikasi Indonesia, Tbk",USD,Common Stock,990604666,2025-10-19 04:20:23.098243,1
TLYS,NYSE,XNYS,"Tilly's, Inc. Common Stock",USD,Common Stock,23167562,2025-10-19 04:20:23.075231,1
TM,NYSE,XNYS,Toyota Motor Corporation Common Stock,USD,Common Stock,1303393672,2025-10-19 04:20:23.346836,1
TME,NYSE,XNYS,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",USD,Common Stock,708442998,2025-10-19 04:20:23.181242,1
TMHC,NYSE,XNYS,Taylor Morrison Home Corporation Common Stock,USD,Common Stock,98843205,2025-10-19 04:20:23.355047,1
TMO,NYSE,XNYS,Thermo Fisher Scientific Inc Common Stock,USD,Common Stock,377612121,2025-10-19 04:20:23.412605,1
TNC,NYSE,XNYS,Tennant Company Common Stock,USD,Common Stock,18469129,2025-10-19 04:20:23.674347,1
TNET,NYSE,XNYS,"TriNet Group, Inc. Common Stock",USD,Common Stock,48589933,2025-10-19 04:20:23.688527,1
TNK,NYSE,XNYS,Teekay Tankers Ltd.,USD,Common Stock,29904577,2025-10-19 04:20:24.004824,1
TNL,NYSE,XNYS,Travel   Leisure Co. Common  Stock,USD,Common Stock,65007423,2025-10-19 04:20:24.000406,1
TOL,NYSE,XNYS,"Toll Brothers, Inc. Common Stock",USD,Common Stock,96383000,2025-10-19 04:20:24.028788,1
TOST,NYSE,XNYS,"Toast, Inc. Class A Common Stock",USD,Common Stock,510000000,2025-10-19 04:20:24.001680,1
TPB,NYSE,XNYS,"Turning Point Brands, Inc. Common Stock",USD,Common Stock,18024761,2025-10-19 04:20:24.002325,1
TPC,NYSE,XNYS,Tutor Perini Corporation Common Stock,USD,Common Stock,52743248,2025-10-19 04:20:24.006369,1
TPH,NYSE,XNYS,"Tri Pointe Homes, Inc. Common Stock",USD,Common Stock,87506511,2025-10-19 04:20:24.072164,1
TPL,NYSE,XNYS,Texas Pacific Land Corporation Common Stock,USD,Common Stock,22979410,2025-10-19 04:20:24.119529,1
TPR,NYSE,XNYS,"Tapestry, Inc. Common Stock",USD,Common Stock,207005508,2025-10-19 04:20:24.289525,1
TPVG,NYSE,XNYS,TriplePoint Venture Growth BDC Corp. Common Stock,USD,Common Stock,40323741,2025-10-19 04:20:24.291570,1
TPYP,NYSE,XNYS,Tortoise Capital Series Trust Tortoise North American Pipeline Fund,USD,Common Stock,0,2025-10-19 04:20:24.353761,1
TPZ,NYSE,XNYS,Tortoise Essential Energy Fund,USD,Common Stock,5890170,2025-10-19 04:20:24.567379,1
TR,NYSE,XNYS,"Tootsie Roll Industries, Inc. Common Stock",USD,Common Stock,41700000,2025-10-19 04:20:24.751990,1
TRAK,NYSE,XNYS,"ReposiTrak, Inc. Common Stock",USD,Common Stock,18283903,2025-10-19 04:20:25.061073,1
TRC,NYSE,XNYS,Tejon Ranch Co Common Stock,USD,Common Stock,26893955,2025-10-19 04:20:25.068235,1
TREX,NYSE,XNYS,"Trex Company, Inc. Common Stock",USD,Common Stock,107234320,2025-10-19 04:20:25.063703,1
TRGP,NYSE,XNYS,"Targa Resources, Inc. Common Stock",USD,Common Stock,215191852,2025-10-19 04:20:25.065920,1
TRN,NYSE,XNYS,"Trinity Industries, Inc. Common Stock",USD,Common Stock,80837359,2025-10-19 04:20:25.205546,1
TRNO,NYSE,XNYS,Terreno Realty Corporation Common Stock,USD,Common Stock,103301591,2025-10-19 04:20:25.072110,1
TROX,NYSE,XNYS,Tronox Holdings plc Ordinary Shares (UK),USD,Common Stock,158524635,2025-10-19 04:20:25.073273,1
TRP,NYSE,XNYS,TC Energy Corporation Common Stock,USD,Common Stock,1039625386,2025-10-19 04:20:25.339933,1
TRTX,NYSE,XNYS,"TPG RE Finance Trust, Inc. Common Stock",USD,Common Stock,78590582,2025-10-19 04:20:26.121454,1
TRU,NYSE,XNYS,TransUnion Common Stock,USD,Common Stock,194800000,2025-10-19 04:20:25.945591,1
TRV,NYSE,XNYS,"The Travelers Companies, Inc. Common Stock",USD,Common Stock,223063417,2025-10-19 04:20:26.187046,1
TS,NYSE,XNYS,Tenaris S.A. American Depositary Shares,USD,Common Stock,519467488,2025-10-19 04:20:25.936945,1
TSE,NYSE,XNYS,Trinseo PLC Ordinary Shares ,USD,Common Stock,35952575,2025-10-19 04:20:25.950823,1
TSI,NYSE,XNYS,"TCW Strategic Income Fund, Inc. Common Stock",USD,Common Stock,47785440,2025-10-19 04:20:25.941746,1
TSLX,NYSE,XNYS,"Sixth Street Specialty Lending, Inc. Common Stock",USD,Common Stock,94240348,2025-10-19 04:20:26.215278,1
TSM,NYSE,XNYS,Taiwan Semiconductor Manufacturing Company Ltd.,USD,Common Stock,5186523104,2025-10-19 04:20:26.222604,1
TSN,NYSE,XNYS,"Tyson Foods, Inc. Common Stock",USD,Common Stock,285760382,2025-10-19 04:20:26.475695,1
TSQ,NYSE,XNYS,"Townsquare Media, Inc. Class A Common Stock",USD,Common Stock,15130156,2025-10-19 04:20:26.507415,1
TT,NYSE,XNYS,Trane Technologies plc,USD,Common Stock,222515359,2025-10-19 04:20:26.738713,1
TTAM,NYSE,XNYS,Titan America SA Common Shares,USD,Common Stock,184362465,2025-10-19 04:20:26.508951,1
TTC,NYSE,XNYS,Toro Company (The) Common Stock,USD,Common Stock,97862143,2025-10-19 04:20:26.790413,1
TTE,NYSE,XNYS,TotalEnergies SE,USD,Common Stock,2164218130,2025-10-19 04:20:26.790234,1
TTI,NYSE,XNYS,"Tetra Technologies, Inc. Common Stock",USD,Common Stock,133279724,2025-10-19 04:20:27.020064,1
TU,NYSE,XNYS,Telus Corporation Ordinary Shares,USD,Common Stock,1525000000,2025-10-19 04:20:26.785805,1
TUYA,NYSE,XNYS,"Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share",USD,Common Stock,538712257,2025-10-19 04:20:27.019438,1
TV,NYSE,XNYS,Grupo Televisa S.A.B. Common Stock,USD,Common Stock,533947350,2025-10-19 04:20:27.030300,1
TVC,NYSE,XNYS,Tennessee Valley Authority Common Stock,USD,Common Stock,525000,2025-10-19 04:20:27.061519,1
TVE,NYSE,XNYS,Tennessee Valley Authority,USD,Common Stock,525000,2025-10-19 04:20:27.359676,1
TWI,NYSE,XNYS,"Titan International, Inc. (DE) Common Stock",USD,Common Stock,63895267,2025-10-19 04:20:27.061044,1
TWLO,NYSE,XNYS,Twilio Inc. Class A Common Stock,USD,Common Stock,153433606,2025-10-19 04:20:27.359906,1
TWN,NYSE,XNYS,"Taiwan Fund, Inc. (The) Common Stock",USD,Common Stock,6372699,2025-10-19 04:20:27.067280,1
TWO,NYSE,XNYS,Two Harbors Investment Corp,USD,Common Stock,104154713,2025-10-19 04:20:27.898850,1
TX,NYSE,XNYS,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",USD,Common Stock,196307678,2025-10-19 04:20:28.405848,1
TXNM,NYSE,XNYS,"TXNM Energy, Inc. Common Stock",USD,Common Stock,105378979,2025-10-19 04:20:28.166698,1
TXO,NYSE,XNYS,"TXO Partners, L.P. Common Units Representing Limited Partner Interests",USD,Common Stock,54784292,2025-10-19 04:20:28.717063,1
TXT,NYSE,XNYS,Textron Inc. Common Stock,USD,Common Stock,178205295,2025-10-19 04:20:28.700850,1
TY,NYSE,XNYS,Tri Continental Corporation Common Stock,USD,Common Stock,52329153,2025-10-19 04:20:28.998381,1
TYG,NYSE,XNYS,Tortoise Energy Infrastructure Corporation Common Stock,USD,Common Stock,17235671,2025-10-19 04:20:29.001335,1
TYL,NYSE,XNYS,"Tyler Technologies, Inc. Common Stock",USD,Common Stock,43261810,2025-10-19 04:20:28.954625,1
U,NYSE,XNYS,Unity Software Inc. Common Stock,USD,Common Stock,422517888,2025-10-19 04:20:28.716479,1
UA,NYSE,XNYS,"Under Armour, Inc. Class C Common Stock",USD,Common Stock,205535895,2025-10-19 04:20:28.999318,1
UAA,NYSE,XNYS,"Under Armour, Inc. Class A Common Stock",USD,Common Stock,188834386,2025-10-19 04:20:29.313875,1
UAN,NYSE,XNYS,"CVR Partners, LP Common Units representing Limited Partner Interests",USD,Common Stock,10569637,2025-10-19 04:20:29.503095,1
UBER,NYSE,XNYS,"Uber Technologies, Inc. Common Stock",USD,Common Stock,2085418676,2025-10-19 04:20:29.315542,1
UBS,NYSE,XNYS,UBS Group AG Registered Ordinary Shares,USD,Common Stock,3169176117,2025-10-19 04:20:29.276257,1
UCB,NYSE,XNYS,"United Community Banks, Inc. Common Stock",USD,Common Stock,121474460,2025-10-19 04:20:29.577802,1
UDR,NYSE,XNYS,"UDR, Inc. Common Stock",USD,Common Stock,331347194,2025-10-19 04:20:29.560564,1
UE,NYSE,XNYS,Urban Edge Properties Common Shares of Beneficial Interest,USD,Common Stock,125791099,2025-10-19 04:20:29.557417,1
UFI,NYSE,XNYS,"Unifi, Inc. New Common Stock",USD,Common Stock,18360663,2025-10-19 04:20:29.800505,1
UGI,NYSE,XNYS,UGI Corporation Common Stock,USD,Common Stock,214924206,2025-10-19 04:20:29.634868,1
UGP,NYSE,XNYS,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),USD,Common Stock,1067779023,2025-10-19 04:20:29.802357,1
UHAL,NYSE,XNYS,U-Haul Holding Company Common Stock,USD,Common Stock,18874788,2025-10-19 04:20:29.831219,1
UHS,NYSE,XNYS,"Universal Health Services, Inc. Common Stock",USD,Common Stock,56388014,2025-10-19 04:20:29.835699,1
UHT,NYSE,XNYS,Universal Health Realty Income Trust Common Stock,USD,Common Stock,13874130,2025-10-19 04:20:29.864920,1
UI,NYSE,XNYS,Ubiquiti Inc. Common Stock,USD,Common Stock,60498713,2025-10-19 04:20:30.316232,1
UIS,NYSE,XNYS,Unisys Corporation New Common Stock,USD,Common Stock,71293023,2025-10-19 04:20:30.424609,1
UL,NYSE,XNYS,Unilever PLC Common Stock,USD,Common Stock,2451885256,2025-10-19 04:20:30.428633,1
ULS,NYSE,XNYS,UL Solutions Inc. Class A Common Stock,USD,Common Stock,62752788,2025-10-19 04:20:30.427565,1
UMC,NYSE,XNYS,United Microelectronics Corporation (NEW) Common Stock,USD,Common Stock,2511265484,2025-10-19 04:20:30.419344,1
UMH,NYSE,XNYS,"UMH Properties, Inc. Common Stock",USD,Common Stock,84928979,2025-10-19 04:20:30.423519,1
UNF,NYSE,XNYS,Unifirst Corporation Common Stock,USD,Common Stock,14991657,2025-10-19 04:20:30.709618,1
UNFI,NYSE,XNYS,"United Natural Foods, Inc. Common Stock",USD,Common Stock,58152401,2025-10-19 04:20:30.709091,1
UNH,NYSE,XNYS,UnitedHealth Group Incorporated Common Stock (DE),USD,Common Stock,905673625,2025-10-19 04:20:30.704426,1
UNM,NYSE,XNYS,Unum Group Common Stock,USD,Common Stock,170313240,2025-10-19 04:20:30.769778,1
